asset,current_price,prev_close,opens,bids,ask,day_range_min,day_range_max,fifty_two_wk_min,fifty_two_wk_max,volume,avg_volume,market_cap,beta,PE_ratio,eps,earnings_date_min,earnings_date_max,dividend_yield,dividend_date,one_year_est,RSI,Adj_Close,Change,Gain,Loss,AVG_gain,AVG_Loss,RS,target
(HOG),26.19,27.8,26.8,25010.0,28580.0,25.75,27.08,25.75,41.4,4309554.0,1726062.0,4.002,1.15,9.77,2.68,"Apr 20, 2020 "," Apr 26, 2020","['1.52', '(5.47%)']","Mar 03, 2020",35.3,24.658717806382114,26.19,-1.6099999999999994,0.0,1.6099999999999994,0.20921344431557728,0.639222577209553,0.327293577815841,0.0
(ANTM),282.19,287.16,278.18,275030.0,281990.0,268.93,284.13,227.16,312.48,3376111.0,1709516.0,71.205,0.8,15.28,18.47,A,p,"['3.80', '(1.32%)']","Mar 12, 2020",347.43,50.15495601151145,282.19,-4.970000000000027,0.0,4.970000000000027,4.4863070094310595,4.458585711442575,1.0062175092692154,2.0
(ALXN),91.98,94.18,91.02,91100.0,93970.0,89.31,92.33,89.31,141.86,2859774.0,2099159.0,20.364,1.62,8.6,10.7,"Apr 22, 2020 "," Apr 26, 2020","['N/A', '(N/A)']",,141.58,35.765193987867825,91.98,-2.200000000000003,0.0,2.200000000000003,0.7214638096374795,1.2957594434566106,0.5567883863635049,2.0
(NTRS),77.64,80.89,78.39,74810.0,77890.0,76.34,79.5,76.34,110.48,2343439.0,1330772.0,16.246,1.24,11.71,6.63,"Oct 14, 2019 "," Oct 20, 2019","['2.80', '(3.46%)']","Mar 11, 2020",108.25,19.692224808561093,77.64,-3.25,0.0,3.25,0.4042391958251823,1.648546610527391,0.2452094428169435,0.0
(LTM),6.42,6.52,6.35,6000.0,9080.0,6.28,6.7,6.28,12.16,1641675.0,996973.0,3.972,1.4,17.26,0.37,N,/,"['N/A', '(N/A)']","May 09, 2018",11.39,,,,,,,,,
(ABB),21.02,21.36,20.9,20460.0,20910.0,20.75,21.2,17.71,25.3,2571312.0,2115945.0,45.005,1.11,31.37,0.67,N,/,"['0.77', '(3.62%)']","Mar 29, 2020",26.59,,,,,,,,,
(ARES),33.75,35.62,34.3,30200.0,38000.0,32.91,34.58,22.17,41.88,2835276.0,537427.0,7.94,1.5,31.81,1.06,"Apr 29, 2020 "," May 03, 2020","['1.60', '(4.49%)']","Mar 15, 2020",42.67,,,,,,,,,
(ING),8.46,8.75,8.55,8450.0,8610.0,8.4,8.68,8.4,13.72,9164860.0,3814731.0,33.152,1.36,6.37,1.33,N,/,"['0.77', '(8.27%)']","Aug 08, 2019",16.0,,,,,,,,,
(ENBL),5.0,6.03,5.93,5140.0,5060.0,4.99,5.95,4.99,15.18,2819923.0,1325909.0,2.176,1.49,6.1,0.82,"Apr 28, 2020 "," May 03, 2020","['1.32', '(21.92%)']","Feb 13, 2020",12.9,,,,,,,,,
(MLCO),16.73,16.68,16.22,16260.000000000002,16780.0,16.2,17.28,16.2,26.97,2817141.0,3032352.0,7.694,1.98,21.61,0.77,"May 04, 2020 "," May 10, 2020","['0.66', '(3.85%)']","Feb 27, 2020",27.7,,,,,,,,,
(CME),216.26,221.82,217.46,214500.0,216490.0,212.74,220.39,161.05,225.36,2771281.0,1690034.0,77.509,0.19,36.59,5.91,"Apr 28, 2020 "," May 03, 2020","['3.40', '(1.53%)']","Mar 08, 2020",222.08,,,,,,,,,
(SKT),11.87,11.99,11.75,11500.0,12200.0,11.52,11.97,11.48,21.28,3001059.0,5413826.0,1.103,0.88,12.76,0.93,"May 03, 2020 "," May 07, 2020","['1.43', '(11.93%)']","Apr 28, 2020",12.8,,,,,,,,,
(SYK),185.88,189.6,185.65,186600.0,185800.0,183.98,187.7,174.84,226.3,2752969.0,1602788.0,69.626,0.8,33.92,5.48,"Apr 20, 2020 "," Apr 26, 2020","['2.30', '(1.21%)']","Mar 29, 2020",234.79,33.30652198312225,185.88,-3.719999999999999,0.0,3.719999999999999,1.5125273176607184,3.0287073343007687,0.4993969871340878,2.0
(TTM),7.77,8.02,7.71,7740.0,8200.0,7.59,8.28,7.38,17.14,3465975.0,1534532.0,5.439,1.62,4.02,1.93,N,/,"['N/A', '(N/A)']","Jul 13, 2016",13.5,,,,,,,,,
(YPF),7.3,7.75,7.57,7300.0,7720.0,7.2,7.67,7.2,18.73,2768446.0,2036895.0,2.871,1.35,2.34,3.12,N,/,"['0.14', '(1.69%)']","Jul 08, 2019",12.62,21.63722492324709,7.3,-0.4500000000000002,0.0,0.4500000000000002,0.047104345565026885,0.17059614852383315,0.2761161138315275,0.0
(VEEV),146.25,146.54,143.11,140000.0,146300.0,141.39,146.71,110.23,176.9,2317600.0,1335006.0,21.731,1.11,76.97,1.9,"May 26, 2020 "," May 31, 2020","['N/A', '(N/A)']",,177.18,45.325777422166794,146.25,-0.28999999999999204,0.0,0.28999999999999204,1.090935384797415,1.3159408936531063,0.8290154900262527,2.0
(MGY),6.26,7.11,6.78,6230.0,6240.0,6.08,6.95,6.08,14.13,2751643.0,1438290.0,1.578,1.38,22.36,0.28,F,e,"['N/A', '(N/A)']",,14.42,,,,,,,,,
(PBI),3.15,3.17,3.05,3100.0,3160.0,3.05,3.27,2.96,7.28,2772750.0,2957872.0,560.161M,2.1,2.87,1.097,"Apr 28, 2020 "," May 03, 2020","['0.20', '(6.01%)']","Feb 12, 2020",5.25,33.01732933876346,3.15,-0.020000000000000014,0.0,0.020000000000000014,0.034039632565433145,0.06905663005526727,0.4929234533771863,2.0
(AMX),15.96,16.44,15.96,15930.0,18700.0,15.73,16.22,12.93,18.04,4033675.0,2953336.0,52.969,0.4,39.9,0.4,N,/,"['0.36', '(2.16%)']","Nov 06, 2019",17.93,,,,,,,,,
(FTV),66.81,68.16,66.14,66750.0,68120.0,65.74,67.44,63.51,89.48,2672598.0,1887957.0,22.476,1.21,33.91,1.97,"Apr 22, 2020 "," Apr 26, 2020","['0.28', '(0.39%)']","Feb 26, 2020",81.92,,,,,,,,,
(TUP),2.6,2.62,2.55,2500.0,2620.0,2.5,2.81,2.36,27.95,2717450.0,2340313.0,127.138M,0.97,1.25,2.0780000000000003,"Apr 21, 2020 "," Apr 26, 2020","['N/A', '(N/A)']","Sep 16, 2019",3.0,22.635764817644343,2.6,-0.020000000000000014,0.0,0.020000000000000014,0.06853141086097568,0.2342258028363329,0.2925869397440492,0.0
(FSM),3.32,3.4,3.42,3190.0,3440.0,3.16,3.42,2.39,4.59,2702874.0,2364447.0,532.017M,1.47,79.05,0.042,N,/,"['N/A', '(N/A)']",,9.0,42.350252998340494,3.32,-0.08000000000000007,0.0,0.08000000000000007,0.05120056456186625,0.06969733081522292,0.7346129896653559,2.0
(WM),117.13,117.71,114.43,114410.0,119190.0,114.03,117.61,97.55,126.79,2634166.0,1877213.0,49.746,0.65,29.96,3.91,"Apr 22, 2020 "," Apr 26, 2020","['2.18', '(1.85%)']","Mar 04, 2020",132.83,46.64304001342339,117.13,-0.5799999999999983,0.0,0.5799999999999983,1.0301154995457475,1.178392992287742,0.8741697432754355,2.0
(EMR),62.14,64.73,62.82,60070.0,65019.99999999999,61.22,64.06,55.98,78.38,7321154.0,3206037.0,38.02,1.39,17.73,3.51,M,a,"['2.00', '(3.09%)']","Feb 12, 2020",79.56,,,,,,,,,
(INXN),90.22,90.66,87.93,86000.0,90060.0,87.13,90.5,61.89,102.66,2519720.0,1409339.0,6.928,0.74,168.95,0.53,"Mar 08, 2020 "," Mar 12, 2020","['N/A', '(N/A)']",,84.43,49.690755890712865,90.22,-0.4399999999999977,0.0,0.4399999999999977,0.9405493323878216,0.9522561110560548,0.9877062708946542,2.0
(BBY),73.82,77.87,75.35,71380.0,74380.0,72.06,76.69,61.58,91.99,3018780.0,2402298.0,19.103,1.14,12.84,5.75,"May 20, 2020 "," May 24, 2020","['2.20', '(2.83%)']","Mar 17, 2020",90.51,32.92096069285813,73.82,-4.050000000000011,0.0,4.050000000000011,0.7224013905023521,1.4719494889939122,0.4907786550448266,2.0
(STM),26.31,26.91,26.26,25860.0,26600.0,25.89,26.72,14.28,31.98,3553035.0,2772816.0,23.648,1.18,23.08,1.14,"Nov 27, 2016 "," Nov 28, 2016","['0.24', '(0.89%)']","Mar 15, 2020",31.96,37.800164285068455,26.31,-0.6000000000000014,0.0,0.6000000000000014,0.2675282295800245,0.4402153335496776,0.6077212881768791,2.0
(STLD),24.95,25.65,24.82,24980.0,29380.0,24.7,25.83,24.7,36.65,2386477.0,2148267.0,5.328,1.66,8.21,3.04,"Apr 19, 2020 "," Apr 23, 2020","['0.97', '(3.55%)']","Mar 29, 2020",35.73,26.510931107342895,24.95,-0.6999999999999993,0.0,0.6999999999999993,0.15430645479506555,0.4277419620269538,0.3607465913885298,0.0
(TGNA),17.0,13.44,17.12,17030.0,18500.0,14.93,17.28,13.22,18.3,11869574.0,2341657.0,3.703,1.56,12.98,1.31,"May 06, 2020 "," May 10, 2020","['0.28', '(2.08%)']","Mar 04, 2020",18.88,,,,,,,,,
(UNM),20.65,21.53,20.29,20010.0,22500.0,20.2,21.38,20.2,38.0,3424453.0,2196524.0,4.191,1.55,3.94,5.24,"Apr 27, 2020 "," May 03, 2020","['1.14', '(5.29%)']","Jan 29, 2020",31.6,25.1865984860902,20.65,-0.8800000000000026,0.0,0.8800000000000026,0.21550663157951672,0.6401334489916432,0.3366589137296122,0.0
(DUK),99.05,100.13,97.45,96110.0,99990.0,95.58,99.5,84.28,103.79,4970664.0,3659711.0,72.636,0.21,19.58,5.06,"May 06, 2020 "," May 10, 2020","['3.78', '(3.78%)']","Feb 12, 2020",105.87,53.487195559536254,99.05,-1.0799999999999983,0.0,1.0799999999999983,0.8951084736656142,0.7783920049101873,1.1499456161152295,2.0
(CIM),20.42,20.8,20.23,20520.0,20780.0,19.74,20.56,18.1,22.99,2446352.0,1449949.0,3.823,0.59,11.28,1.81,"Apr 28, 2020 "," May 03, 2020","['2.00', '(9.62%)']","Mar 29, 2020",20.8,,,,,,,,,
(SAND),6.32,6.34,6.39,6300.0,6500.0,5.99,6.43,4.96,7.9,2503223.0,2125888.0,1.13,0.61,70.22,0.09,N,/,"['N/A', '(N/A)']",,5.94,40.77237868452516,6.32,-0.01999999999999957,0.0,0.01999999999999957,0.07302358653378675,0.10607704210209484,0.6884014211435545,2.0
(CCI),160.82,162.24,159.26,156380.0,164990.0,154.73,161.59,119.81,168.75,3044115.0,1956080.0,66.864,0.35,89.34,1.8,A,p,"['4.80', '(2.96%)']","Mar 11, 2020",155.33,54.732514115126435,160.82,-1.4200000000000157,0.0,1.4200000000000157,1.7119988495219285,1.4159386793861082,1.2090910958546452,2.0
(GLPI),43.78,44.0,43.02,43100.0,43740.0,42.04,43.85,35.39,50.99,2502440.0,1049796.0,9.417,0.64,24.17,1.81,"May 03, 2020 "," May 07, 2020","['2.80', '(6.36%)']","Mar 04, 2020",49.27,39.75473093545131,43.78,-0.21999999999999886,0.0,0.21999999999999886,0.2953174819253461,0.4475311677230319,0.6598813741350684,2.0
(LULU),218.55,221.19,213.26,216870.0,219000.0,212.24,222.4,141.01,266.2,2494816.0,1895811.0,28.476,0.85,50.73,4.31,"Mar 24, 2020 "," Mar 29, 2020","['N/A', '(N/A)']",,259.32,,,,,,,,,
(HIG),50.96,51.7,49.76,50010.0,52190.0,49.59,51.21,47.5,62.75,2495929.0,2167006.0,18.257,0.73,9.0,5.66,"Apr 28, 2020 "," May 03, 2020","['1.30', '(2.51%)']","Feb 27, 2020",65.53,,,,,,,,,
(KEYS),96.01,98.6,95.81,93000.0,96060.0,93.62,96.86,71.03,110.0,2448793.0,1722704.0,18.031,1.09,27.36,3.51,"May 26, 2020 "," May 31, 2020","['N/A', '(N/A)']",,119.92,,,,,,,,,
(AYX),134.19,149.68,146.0,133010.0,134190.0,131.22,147.12,68.5,160.11,2467725.0,1702562.0,8.777,0.86,335.48,0.4,F,e,"['N/A', '(N/A)']",,162.23,,,,,,,,,
(LNT),57.49,57.39,56.02,57580.0,56870.0,54.96,57.69,45.72,60.28,1975262.0,1591244.0,14.087,0.41,24.67,2.33,"Apr 29, 2020 "," May 03, 2020","['1.52', '(2.65%)']","Jan 29, 2020",58.88,,,,,,,,,
(SEAS),20.93,21.46,20.4,20020.0,20930.0,20.05,22.42,20.05,36.96,2205895.0,1123393.0,1.648,1.28,19.03,1.1,"May 04, 2020 "," May 10, 2020","['N/A', '(N/A)']","Sep 26, 2016",34.78,,,,,,,,,
(DRI),88.15,87.95,84.47,87270.0,89390.0,83.79,90.51,83.79,128.41,2425438.0,1591347.0,10.711,0.52,17.5,5.04,M,a,"['3.52', '(4.00%)']","Jan 08, 2020",123.88,,,,,,,,,
(TRV),124.84,128.02,124.21,124250.0,124850.0,122.46,125.79,117.38,155.09,2322476.0,1474198.0,31.838,0.93,12.58,9.92,"Apr 15, 2020 "," Apr 19, 2020","['3.28', '(2.56%)']","Mar 08, 2020",137.38,,,,,,,,,
(FHB),22.02,22.85,22.0,20740.0,32000.0,21.67,22.45,21.67,31.25,2433415.0,711319.0,2.87,1.27,10.34,2.13,"Apr 22, 2020 "," Apr 26, 2020","['1.04', '(4.55%)']","Feb 26, 2020",29.0,18.89670738247752,22.02,-0.8300000000000018,0.0,0.8300000000000018,0.10555133705669233,0.4530186556954191,0.23299556371395516,0.0
(INTU),276.18,287.18,276.45,265010.0,280190.0,268.14,281.8,236.03,306.89,1913953.0,1377195.0,71.942,0.96,44.69,6.18,"May 20, 2020 "," May 24, 2020","['2.12', '(0.74%)']","Apr 08, 2020",297.88,45.011434264563945,276.18,-11.0,0.0,11.0,2.8102784643883405,3.433198355013486,0.8185598889981123,2.0
(GPN),179.56,185.73,179.43,179750.0,185000.0,173.84,181.06,128.12,209.62,2533198.0,1769419.0,53.801,1.0,83.13,2.16,"Apr 29, 2020 "," May 03, 2020","['0.78', '(0.42%)']","Mar 11, 2020",221.89,35.93312130696863,179.56,-6.169999999999988,0.0,6.169999999999988,1.3977434073067063,2.4921034984660944,0.5608689238496823,2.0
(SBH),12.68,12.26,11.89,12630.0,18000.0,11.8,12.74,11.46,21.98,2396153.0,1978449.0,1.481,0.5,5.84,2.17,"Apr 28, 2020 "," May 03, 2020","['N/A', '(N/A)']",,15.21,40.02767869081455,12.68,0.4199999999999999,0.4199999999999999,0.0,0.13127899190207892,0.1966915429773382,0.6674358740335075,2.0
(LW),83.37,86.36,83.78,83320.0,107000.0,80.24,84.13,58.83,96.32,2130513.0,1017124.0,12.18,0.31,24.17,3.45,M,a,"['0.92', '(1.04%)']","Jan 29, 2020",96.83,,,,,,,,,
(DLR),128.24,129.87,126.22,125150.0,130760.0,124.06,129.13,110.84,138.46,3506879.0,2026172.0,26.807,0.48,54.57,2.35,"Apr 22, 2020 "," Apr 26, 2020","['4.48', '(3.45%)']","Mar 15, 2020",136.41,,,,,,,,,
(DHT),5.15,4.91,4.8,4930.0,5150.0,4.77,5.17,4.25,8.83,2401060.0,3541693.0,756.118M,0.69,10.1,0.51,"May 05, 2020 "," May 10, 2020","['0.47', '(9.57%)']","Feb 13, 2020",9.31,,,,,,,,,
(CADE),12.06,13.04,12.35,11900.0,12910.0,11.89,12.77,11.89,23.22,2390189.0,1572598.0,1.517,1.73,7.73,1.56,J,a,"['0.70', '(4.99%)']","Feb 13, 2020",17.75,,,,,,,,,
(APTV),76.29,78.5,75.36,69000.0,76340.0,74.3,77.96,63.36,99.04,2359509.0,1475037.0,19.476,1.9,19.82,3.85,"Apr 29, 2020 "," May 03, 2020","['0.88', '(1.12%)']","Feb 03, 2020",98.4,,,,,,,,,
(NVS),85.72,85.81,84.33,85590.0,88090.0,83.97,85.83,74.97,99.84,5073472.0,2059739.0,194.123,0.54,16.94,5.06,N,/,"['3.04', '(3.55%)']","Mar 02, 2020",102.67,,,,,,,,,
(EQR),77.64,79.37,77.3,76540.0,86140.0,75.33,78.2,72.78,89.55,2152248.0,1561765.0,28.88,0.48,29.9,2.6,"Apr 27, 2020 "," May 03, 2020","['2.27', '(2.86%)']","Dec 30, 2019",86.16,,,,,,,,,
(BYD),22.33,22.45,21.37,23000.0,30100.0,21.0,23.6,21.0,36.22,2487216.0,1099570.0,2.492,2.16,16.18,1.38,"Apr 22, 2020 "," Apr 26, 2020","['0.28', '(1.25%)']","Dec 25, 2019",37.18,,,,,,,,,
(CHD),74.68,75.03,73.16,73260.0,76620.0,72.68,75.19,65.24,80.99,2320321.0,1674004.0,18.346,0.15,30.61,2.44,"Apr 29, 2020 "," May 03, 2020","['0.96', '(1.28%)']","Feb 12, 2020",76.43,51.752548881227725,74.68,-0.3499999999999943,0.0,0.3499999999999943,0.687515307016636,0.6409512552670612,1.0726483509735436,2.0
(WIT),3.51,3.52,3.5,3450.0,3560.0,3.45,3.535,3.33,5.47,1027358.0,983370.0,17.586,0.23,14.21,0.247,N,/,"['0.01', '(0.40%)']","Jan 23, 2020",3.72,35.348091077653955,3.51,-0.010000000000000231,0.0,0.010000000000000231,0.01341173184017287,0.02453015251988917,0.5467447391245762,2.0
(ITW),164.11,167.71,162.71,149740.0,166000.0,160.88,166.83,136.92,190.85,2911913.0,1278449.0,52.329,1.16,21.2,7.74,"Apr 22, 2020 "," Apr 26, 2020","['4.28', '(2.55%)']","Mar 29, 2020",170.24,,,,,,,,,
(AEM),53.06,53.16,53.53,52080.0,53990.0,51.08,53.73,39.66,64.88,2250041.0,1736432.0,12.752,-0.02,26.66,1.99,"Feb 07, 2017 "," Feb 12, 2017","['0.80', '(1.50%)']","May 28, 2020",61.89,,,,,,,,,
(CMS),67.89,67.73,66.01,47970.0,67900.0,65.35,68.08,53.55,69.17,3537569.0,1924311.0,19.273,0.29,28.41,2.39,A,p,"['1.63', '(2.41%)']","Feb 05, 2020",68.6,55.701246987320225,67.89,0.1599999999999966,0.1599999999999966,0.0,0.5817030995515959,0.462623789008034,1.2573998859827202,2.0
(PAYX),77.5,79.32,76.44,75010.0,78990.0,75.22,77.92,75.1,90.54,2148798.0,1579439.0,27.775,0.86,26.01,2.98,"Mar 24, 2020 "," Mar 29, 2020","['2.48', '(3.13%)']","Jan 30, 2020",85.94,35.38027155954194,77.5,-1.8199999999999927,0.0,1.8199999999999927,0.6124025196269761,1.1185127408631972,0.5475150145847804,2.0
(EW),205.85,208.96,202.52,203690.0,205750.0,199.76,206.79,165.69,247.64,1626263.0,1489640.0,43.048,0.82,41.75,4.93,"Apr 20, 2020 "," Apr 26, 2020","['N/A', '(N/A)']",,261.65,36.69924460369716,205.85,-3.1100000000000136,0.0,3.1100000000000136,1.7134557588783794,2.9554571230662328,0.5797599787543866,2.0
(HRL),43.95,43.8,42.79,43710.0,43630.0,42.68,44.14,37.0,48.86,2581380.0,2366129.0,23.635,0.1,24.28,1.81,"May 20, 2020 "," May 24, 2020","['0.93', '(2.12%)']","Jan 09, 2020",41.78,43.637936869471474,43.95,0.15000000000000568,0.15000000000000568,0.0,0.3135595677024709,0.4049885356150189,0.7742430714150879,2.0
(SKX),31.08,31.35,30.62,30130.0,31080.0,30.2,31.3,27.2,44.5,1739215.0,1953896.0,4.877,0.9,13.81,2.25,"Apr 15, 2020 "," Apr 19, 2020","['N/A', '(N/A)']",,47.09,30.961653723333892,31.08,-0.2700000000000031,0.0,0.2700000000000031,0.2843202100254997,0.6339776708503689,0.4484703848388453,2.0
(TAP),48.04,49.55,48.16,47260.0,49410.0,47.16,49.43,47.16,64.32,2994903.0,1906749.0,10.419,0.84,43.28,1.11,A,p,"['2.28', '(4.55%)']","Mar 05, 2020",56.33,,,,,,,,,
(EAT),30.31,31.57,30.1,29470.0,30350.0,29.3,30.89,29.3,47.57,1458901.0,950106.0,1.134,0.46,8.32,3.64,"Apr 27, 2020 "," May 03, 2020","['1.52', '(4.81%)']","Mar 04, 2020",49.11,,,,,,,,,
(UN),55.9,56.54,55.79,53260.0,55650.0,55.17,56.44,51.66,63.62,3051984.0,1632885.0,146.799,0.44,22.12,2.53,N,/,"['1.81', '(3.20%)']","Feb 19, 2020",62.0,46.02693957705141,55.9,-0.6400000000000006,0.0,0.6400000000000006,0.3631741891016521,0.4258728178010777,0.8527761667834088,2.0
(TXRH),53.89,52.02,50.72,53800.0,53260.0,49.73,54.09,47.52,72.49,1573043.0,1005865.0,3.74,0.52,21.91,2.46,"Apr 26, 2020 "," Apr 30, 2020","['1.44', '(2.43%)']","Mar 09, 2020",68.65,36.79175127819518,53.89,1.8699999999999972,1.8699999999999972,0.0,0.7134523243506249,1.2257114815687091,0.5820719925357338,2.0
(ROIC),15.28,15.71,15.38,15280.0,15140.0,14.9,15.44,14.77,19.18,1799010.0,1139191.0,1.779,0.79,36.12,0.42,A,p,"['0.80', '(5.16%)']","Mar 12, 2020",18.92,,,,,,,,,
(SWK),128.21,127.63,124.21,127090.0,131250.0,122.82,129.88,122.82,173.67,2132134.0,1330481.0,19.748,1.42,20.19,6.35,"Apr 21, 2020 "," Apr 26, 2020","['2.76', '(2.16%)']","Mar 01, 2020",181.07,,,,,,,,,
(URBN),19.07,19.73,19.2,18880.0,19990.0,18.92,20.14,18.92,34.24,2174556.0,1922103.0,1.868,0.71,8.33,2.29,M,a,"['N/A', '(N/A)']",,25.38,,,,,,,,,
(CUBE),32.66,32.83,32.14,31830.0,32290.0,31.64,32.75,28.98,36.32,1668461.0,1913936.0,6.322,0.27,37.11,0.88,"Apr 22, 2020 "," Apr 26, 2020","['1.32', '(4.02%)']","Mar 30, 2020",31.7,56.0794929283765,32.66,-0.1700000000000017,0.0,0.1700000000000017,0.28982024079547514,0.22698229371678805,1.2768407440498055,2.0
(SHLX),15.1,16.09,15.92,15120.0,16000.0,14.82,15.92,14.82,22.7,2264488.0,982073.0,3.523,1.16,9.09,1.66,"Apr 29, 2020 "," May 03, 2020","['1.84', '(11.44%)']","Jan 30, 2020",20.09,,,,,,,,,
(SPR),47.37,45.51,43.8,47000.0,47490.0,43.73,47.77,43.73,96.62,2299682.0,1551209.0,4.963,1.14,9.36,5.06,"Apr 28, 2020 "," May 03, 2020","['0.04', '(0.08%)']","Mar 18, 2020",67.64,,,,,,,,,
(DAN),11.61,12.38,11.85,11020.0,11620.0,11.25,12.36,11.25,20.96,2280993.0,1462490.0,1.671,2.17,7.44,1.56,"Apr 29, 2020 "," May 03, 2020","['0.40', '(3.23%)']","Feb 26, 2020",21.0,,,,,,,,,
(PCAR),64.56,65.36,62.36,62010.0,64550.0,62.16,64.98,62.13,83.41,2451881.0,1850904.0,22.361,1.26,9.4,6.87,"Apr 27, 2020 "," May 03, 2020","['1.28', '(1.96%)']","Feb 09, 2020",78.26,30.408958383007306,64.56,-0.7999999999999972,0.0,0.7999999999999972,0.4289862547689505,0.981737024094394,0.43696656460997796,2.0
(BDX),239.12,244.14,237.4,229000.0,259000.0,230.59,239.89,221.47,286.72,3985736.0,1670629.0,64.843,1.15,86.54,2.76,"May 06, 2020 "," May 10, 2020","['3.16', '(1.29%)']","Mar 08, 2020",273.85,,,,,,,,,
(SFIX),22.78,23.29,22.48,22400.0,22760.0,21.57,23.33,16.99,37.72,2268155.0,2258821.0,2.317,2.73,90.04,0.25,M,a,"['N/A', '(N/A)']",,30.54,,,,,,,,,
(SFM),17.23,17.25,16.96,16500.0,17250.0,16.9,17.36,14.51,24.06,2261267.0,1944063.0,2.025,0.34,13.78,1.25,"Apr 29, 2020 "," May 03, 2020","['N/A', '(N/A)']",,20.57,,,,,,,,,
(UNIT),9.58,10.01,9.69,9230.0,10000.0,9.29,9.91,5.24,12.79,2260197.0,3504763.0,1.851,0.38,56.35,0.17,M,a,"['0.47', '(4.55%)']","Mar 29, 2020",8.5,,,,,,,,,
(PVG),7.61,7.63,7.63,7130.0,7890.0,7.14,7.64,6.91,13.83,2222061.0,1950627.0,1.413,0.77,34.59,0.22,N,/,"['N/A', '(N/A)']",,13.66,36.59275059416528,7.61,-0.01999999999999957,0.0,0.01999999999999957,0.0771595353220691,0.13370063252323136,0.5771067336473679,2.0
(BLL),76.05,77.03,75.22,73610.0,77690.0,73.64,76.46,53.72,82.82,2187740.0,2344024.0,24.775,0.54,45.81,1.66,"Apr 29, 2020 "," May 03, 2020","['0.60', '(0.78%)']","Feb 27, 2020",84.18,,,,,,,,,
(BDN),14.31,14.66,14.27,13520.0,17500.0,13.87,14.38,13.09,16.25,1386132.0,1915904.0,2.527,1.05,75.32,0.19,A,p,"['0.76', '(5.18%)']","Apr 05, 2020",16.67,,,,,,,,,
(MTCH),65.56,66.61,64.53,64510.00000000001,65200.0,62.98,65.59,52.31,95.32,2206358.0,2372836.0,18.537,0.57,36.26,1.81,"May 04, 2020 "," May 10, 2020","['N/A', '(N/A)']","Dec 03, 2018",88.06,34.133817088464816,65.56,-1.0499999999999972,0.0,1.0499999999999972,0.5715672089622394,1.1029223668180057,0.5182297740603844,2.0
(ED),87.9,87.58,85.29,83510.0,89990.0,85.16,88.5,77.8,95.1,4253920.0,1866673.0,29.339,0.31,21.54,4.08,"Apr 29, 2020 "," May 03, 2020","['3.06', '(3.49%)']","Feb 17, 2020",90.31,47.761950363017064,87.9,0.3200000000000074,0.3200000000000074,0.0,0.7409948854829563,0.8104385879221039,0.914313430438702,2.0
(EVRG),69.84,71.11,69.05,69830.0,68950.0,67.58,70.07,55.22,76.57,2059973.0,2716783.0,15.83,0.32,25.03,2.79,M,a,"['2.02', '(2.82%)']","Mar 05, 2020",73.0,50.09282109586458,69.84,-1.2299999999999898,0.0,1.2299999999999898,0.5833942131389954,0.5812321751862524,1.0037197492586336,2.0
(EC),16.41,17.94,17.44,16420.0,17340.0,16.39,17.46,15.21,23.24,2231601.0,707759.0,33.736,0.84,7.67,2.14,N,/,"['0.96', '(5.38%)']","Dec 25, 2019",19.5,,,,,,,,,
(BWA),28.87,29.9,29.0,28260.0,28990.0,28.51,29.67,28.51,46.6,5578801.0,2728580.0,5.959,1.76,8.0,3.61,"Apr 22, 2020 "," Apr 26, 2020","['0.68', '(2.27%)']","Feb 27, 2020",43.21,,,,,,,,,
(VNOM),14.67,17.0,16.37,14600.0,16000.0,14.62,16.57,14.62,34.93,2202152.0,594540.0,2.325,1.32,19.56,0.75,"Apr 27, 2020 "," May 03, 2020","['1.80', '(10.06%)']","Feb 19, 2020",32.5,,,,,,,,,
(RUN),20.22,21.3,20.68,19540.0,20250.0,19.7,21.03,12.9,23.66,2200921.0,2573811.0,2.414,0.4,96.29,0.21,"May 05, 2020 "," May 10, 2020","['N/A', '(N/A)']",,23.85,,,,,,,,,
(KBH),31.85,34.2,32.78,31000.0,31950.0,30.59,32.99,21.69,40.51,3014302.0,1687859.0,3.079,1.05,11.16,2.85,"Mar 23, 2020 "," Mar 29, 2020","['0.36', '(1.05%)']","Feb 04, 2020",40.5,32.414049851289924,31.85,-2.3500000000000014,0.0,2.3500000000000014,0.3190975619276462,0.6653445654572714,0.47959745745926396,2.0
(GNC),1.53,1.55,1.51,1520.0,1640.0,1.44,1.64,1.32,3.42,2179825.0,904847.0,129.385M,1.37,3.01,0.508,"Mar 08, 2020 "," Mar 15, 2020","['N/A', '(N/A)']","Dec 13, 2016",2.5,19.37870838916659,1.53,-0.020000000000000014,0.0,0.020000000000000014,0.010510251050804194,0.04372582516096137,0.2403671288561021,0.0
(TMO),311.17,312.89,305.06,298200.0,316110.0,302.73,312.72,246.67,342.26,1852218.0,1576570.0,124.103,1.16,33.93,9.17,"Apr 21, 2020 "," Apr 26, 2020","['0.88', '(0.28%)']","Mar 12, 2020",348.0,44.56526255736519,311.17,-1.7199999999999704,0.0,1.7199999999999704,2.9187136766525823,3.630588423599968,0.8039230383923509,2.0
